customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
6039-NGNXL,female,no,yes,no,47,yes,no,fiber optic,no,no,no,yes,no,yes,two year,yes,credit card (automatic),94.37,4706.34,no
2605-RYAHQ,female,no,no,no,5,no,no phone service,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,mailed check,79.0,385.92,no
5102-IMHTP,male,no,no,yes,70,yes,no,dsl,yes,yes,no,yes,no,yes,month-to-month,yes,electronic check,85.03,5894.02,no
5798-HRPER,male,no,no,no,32,yes,no,dsl,yes,yes,no,no,no,no,two year,no,electronic check,75.4,2414.94,no
7463-QSDKS,female,no,no,yes,0,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,46.97, ,no
3152-PJVTD,male,no,no,no,24,yes,yes,fiber optic,yes,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),107.07,2409.49,yes
3607-URRCX,female,no,no,no,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,44.77,1515.66,no
6381-LNKPL,male,no,yes,no,2,yes,no,dsl,yes,no,no,yes,no,no,one year,no,credit card (automatic),75.54,157.26,no
8695-XGUZL,male,no,yes,yes,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,39.12,166.67,no
5187-UFCCC,female,no,yes,no,40,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,85.94,3441.45,no
1450-TOROV,male,no,no,no,0,yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,no,mailed check,89.05, ,no
6448-OWTPL,female,yes,yes,yes,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),41.68,235.62,no
4616-GXMOT,female,no,no,no,34,yes,no,dsl,no,yes,no,no,yes,yes,one year,no,mailed check,83.58,2799.67,no
2572-SKSIP,female,no,no,no,16,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,credit card (automatic),91.36,1413.02,no
2840-DZUSA,male,no,yes,yes,44,yes,yes,fiber optic,yes,yes,no,no,yes,no,two year,yes,mailed check,108.79,5039.47,no
6040-JXQPM,female,no,no,no,17,yes,no,fiber optic,yes,no,no,no,yes,yes,two year,no,electronic check,98.57,1708.22,no
6103-QADNX,male,no,no,no,46,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),92.14,4395.05,no
3443-YGPJW,female,no,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,36.55,1756.01,no
1013-RFEYZ,male,no,no,yes,10,yes,no,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,86.77,866.17,yes
5985-ANGOL,female,no,no,no,16,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,45.47,698.58,no
4060-KIYBM,female,no,yes,yes,7,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,75.41,546.33,yes
1891-KTPLY,female,no,no,no,60,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,credit card (automatic),81.71,4927.43,no
3507-JKRVA,male,no,no,no,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,62.98,421.24,no
2502-KPHPI,female,no,yes,no,1,yes,no,fiber optic,no,yes,yes,yes,no,yes,two year,yes,credit card (automatic),103.98,103.2,yes
3628-WRSDJ,female,no,yes,no,14,yes,no,dsl,no,yes,yes,yes,no,yes,month-to-month,yes,electronic check,84.2,1240.96,yes
9744-FUHQD,male,no,yes,yes,4,yes,no,dsl,no,no,no,yes,yes,no,two year,yes,credit card (automatic),72.62,293.24,no
6664-KNSHW,male,no,yes,yes,17,no,no phone service,dsl,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),59.69,951.74,no
1969-SNEIG,female,yes,no,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),43.16,2602.71,no
4669-NFEBH,male,no,no,yes,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,48.8,1732.56,no
8193-WYNIC,female,no,yes,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),38.57,74.83,no
5206-YJQHD,female,no,yes,no,43,yes,no,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),84.52,3577.25,no
5480-QBTOG,male,yes,no,no,54,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),41.71,2139.5,no
2165-PYXTS,female,no,no,yes,2,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,125.0,266.47,no
6949-YMXDB,male,no,yes,no,0,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,no,electronic check,102.97, ,yes
3258-BFVEZ,female,yes,no,no,9,yes,yes,dsl,yes,no,no,no,yes,yes,one year,yes,mailed check,89.13,848.99,no
1647-NTSZH,female,no,yes,no,25,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,mailed check,87.88,2170.54,no
1330-VFFOT,male,no,no,no,28,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,40.55,1092.95,no
9748-DUAQT,male,no,yes,no,30,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.33,552.29,no
3633-MSYNL,male,yes,no,no,31,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,no,electronic check,98.6,2883.23,yes
3534-BULLA,female,no,no,no,2,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,43.39,92.02,no
8133-SDMWP,male,no,no,no,38,no,no phone service,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),63.05,2476.53,no
4084-OOIFU,female,no,yes,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),36.45,285.64,no
4761-QZOCI,male,yes,yes,no,7,yes,no,fiber optic,yes,yes,yes,no,yes,no,month-to-month,no,bank transfer (automatic),102.77,667.75,yes
1341-VUAOI,female,no,no,yes,34,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),35.2,1183.21,no
9194-YXHAS,male,no,no,no,8,no,no phone service,dsl,no,yes,no,no,yes,yes,two year,no,mailed check,54.6,440.09,no
4717-VMARI,male,no,yes,no,5,no,no phone service,dsl,no,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),55.27,272.23,no
6729-GXYUN,female,no,no,no,4,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),72.36,309.39,yes
5177-SMOXP,female,no,no,yes,13,yes,no,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),94.94,1210.7,yes
8396-OLJCB,male,no,no,no,3,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,no,electronic check,83.7,226.24,no
9920-AYKCM,male,no,no,no,31,yes,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,79.98,2549.43,no
8323-PTFRV,male,no,yes,no,60,yes,no,fiber optic,no,no,no,no,no,no,one year,yes,mailed check,79.68,5002.34,no
6227-NEZRO,female,no,yes,yes,14,yes,yes,fiber optic,no,yes,no,no,no,no,two year,yes,bank transfer (automatic),96.14,1324.63,yes
1813-QQOFR,male,no,yes,no,4,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,no,bank transfer (automatic),100.26,389.94,yes
4723-TICTN,male,no,no,no,62,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,no,mailed check,94.52,5701.99,no
3562-KJJAS,female,no,no,yes,2,yes,no,dsl,yes,no,no,no,yes,no,one year,no,electronic check,75.65,159.49,no
4490-OSSGD,female,no,no,no,2,yes,no,fiber optic,no,yes,no,no,no,yes,one year,yes,mailed check,90.72,182.27,yes
7655-FGJRY,female,no,no,yes,5,no,no phone service,fiber optic,yes,no,yes,no,no,no,two year,no,mailed check,73.57,365.95,yes
7101-TVKDW,male,no,yes,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),35.2,2377.19,no
2698-MQKKR,female,no,yes,yes,10,yes,yes,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic check,114.19,1221.6,yes
6732-YXZLI,female,no,no,no,15,yes,no,fiber optic,yes,no,no,no,no,no,one year,yes,electronic check,89.16,1454.49,no
8190-MLZXL,female,no,no,no,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),36.24,2361.57,no
6761-WNGXS,female,no,no,yes,13,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic check,112.31,1422.52,no
9210-XQSCW,female,no,yes,yes,9,yes,yes,dsl,no,yes,no,no,no,no,two year,no,electronic check,78.41,688.35,no
7966-WVYOB,male,no,yes,no,11,yes,no,fiber optic,no,no,yes,no,yes,no,one year,no,mailed check,94.65,1011.36,no
7617-JMBMU,male,no,no,no,12,no,no phone service,fiber optic,yes,yes,yes,no,no,yes,two year,yes,electronic check,87.37,1040.84,no
5648-BIOSH,female,no,no,yes,14,yes,no,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,credit card (automatic),103.39,1435.78,no
2457-VUIDM,female,no,yes,no,25,yes,no,fiber optic,yes,yes,no,no,no,yes,one year,no,credit card (automatic),96.69,2456.68,no
7974-FQKTP,male,no,no,no,8,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),41.06,316.84,no
6454-YHWLP,female,no,yes,yes,1,yes,yes,dsl,no,no,yes,no,no,no,one year,yes,credit card (automatic),75.33,77.0,yes
5056-RPPGS,female,no,yes,no,8,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,mailed check,100.15,871.35,no
2984-HLCAQ,female,no,no,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,no,mailed check,116.4,7667.91,no
9743-EMTTQ,female,no,yes,yes,0,yes,yes,dsl,yes,no,no,no,no,no,two year,yes,electronic check,74.54, ,no
2204-KQRQC,male,no,yes,no,43,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,18.25,828.16,no
9559-KXJEQ,female,no,no,no,12,yes,no,dsl,no,no,no,no,yes,yes,one year,no,mailed check,74.87,892.49,no
6823-GDOMF,male,no,yes,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,36.84,303.15,no
1472-IVMCT,female,yes,no,no,35,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,67.18,2300.04,no
9453-SBBSV,male,no,yes,no,11,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),95.3,1029.01,no
8490-PSGJT,female,no,yes,yes,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),46.22,564.2,no
1419-VIXUQ,female,no,no,yes,2,yes,yes,dsl,no,no,no,yes,no,yes,two year,yes,electronic check,81.41,186.75,no
6655-FCHBA,female,no,yes,no,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),45.14,433.86,yes
9186-LPZDS,female,yes,no,no,16,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,no,credit card (automatic),107.18,1703.55,no
2243-DUZEW,female,no,yes,yes,10,yes,no,fiber optic,no,no,yes,no,no,yes,two year,yes,bank transfer (automatic),91.55,887.38,no
1071-MFDTH,female,no,no,no,33,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,no,mailed check,82.78,2823.2,no
7742-ZWVMT,female,no,no,no,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,43.54,490.67,no
5294-VRDKO,male,yes,yes,no,28,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),75.44,2101.71,yes
7393-TQLGS,male,yes,yes,yes,33,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,80.75,2662.73,no
4730-ULEJK,male,yes,yes,yes,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),43.77,182.93,yes
9512-FLEFJ,female,no,no,yes,25,yes,no,fiber optic,no,yes,no,no,no,yes,two year,yes,electronic check,92.69,2217.66,no
5000-INYCP,female,no,yes,no,66,yes,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),111.51,7346.79,no
8066-FVRFT,male,no,no,yes,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,46.35,143.9,no
8432-WKDRJ,female,no,yes,no,1,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,no,credit card (automatic),118.34,114.75,yes
1007-UCGCA,female,no,yes,no,55,yes,yes,dsl,no,no,no,no,no,no,one year,no,mailed check,68.54,3872.78,no
7099-FSYFG,male,no,yes,yes,0,no,no phone service,dsl,no,no,yes,no,no,yes,two year,yes,mailed check,53.84, ,yes
1134-SVYVH,female,no,yes,no,24,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,74.49,1829.7,yes
9246-YMBFM,male,no,no,no,13,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,mailed check,91.58,1199.32,no
1726-DEPUA,female,no,no,no,17,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,18.25,302.05,no
2856-NAWQU,female,no,yes,yes,16,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,mailed check,76.7,1190.22,no
2934-HPLDR,male,yes,no,no,0,no,no phone service,dsl,no,no,yes,no,no,no,one year,no,mailed check,49.66, ,no
7704-KYKAS,female,no,no,yes,5,yes,yes,fiber optic,no,no,no,no,yes,no,one year,yes,credit card (automatic),92.73,438.48,yes
8791-XHYPY,female,no,no,yes,1,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),100.4,97.93,no
5416-WGSQY,female,no,no,yes,6,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,bank transfer (automatic),76.51,456.24,yes
9481-XKGQG,female,no,no,no,67,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,116.04,8111.35,no
5638-DGPJK,female,no,yes,no,2,yes,no,dsl,no,yes,yes,no,yes,no,two year,yes,credit card (automatic),82.2,176.57,no
6429-TFXMJ,female,no,no,no,24,yes,no,dsl,no,no,no,no,no,yes,one year,yes,bank transfer (automatic),70.45,1570.56,no
8540-MSRLW,male,no,yes,no,48,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,88.03,4744.41,yes
2591-EUXJQ,male,yes,yes,yes,5,yes,yes,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),107.19,513.07,yes
8925-VNZUN,male,no,yes,no,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,40.97,2042.28,no
7965-VONUI,female,no,no,no,8,yes,yes,fiber optic,no,no,yes,no,no,yes,two year,no,credit card (automatic),102.97,824.96,no
3549-TEGHJ,female,no,no,no,53,yes,no,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,electronic check,106.48,5535.65,yes
2418-ERNBZ,male,no,yes,no,13,no,no phone service,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),18.33,236.12,no
4888-PBZHQ,male,no,no,yes,6,yes,no,dsl,no,no,no,yes,yes,no,one year,no,mailed check,76.35,487.55,no
8737-KLTBI,male,yes,no,no,5,no,no phone service,fiber optic,no,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),67.42,341.17,yes
1021-PHDOV,female,no,yes,yes,31,yes,no,dsl,no,yes,no,yes,no,no,two year,yes,electronic check,73.23,2024.8,no
2451-INJLM,male,no,no,no,15,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,68.94,1014.05,no
8330-NVEHG,female,yes,yes,yes,16,yes,no,dsl,yes,yes,no,no,yes,no,month-to-month,no,credit card (automatic),77.64,1258.22,no
3693-HVSCR,male,yes,yes,no,17,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,83.25,1326.03,no
1715-AZMUT,female,yes,no,no,11,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,109.09,1243.55,yes
7855-GGAHW,female,no,yes,no,56,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,yes,mailed check,83.2,4594.37,no
3846-XYUWE,male,yes,yes,no,11,yes,yes,dsl,no,yes,no,yes,no,no,two year,yes,credit card (automatic),79.72,984.82,no
8954-WEUHK,male,no,yes,no,41,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),41.21,1703.76,no
7665-LRMYB,male,yes,yes,no,48,yes,no,dsl,yes,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),83.41,3995.99,no
3229-RLBTC,male,no,yes,yes,1,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),109.14,108.29,yes
8279-XKVKB,female,yes,no,no,3,yes,no,fiber optic,yes,no,no,yes,no,yes,two year,yes,mailed check,99.02,286.22,no
9607-IGDXD,female,no,no,no,0,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,mailed check,75.36, ,no
2974-SJAKV,male,no,yes,no,17,no,no phone service,fiber optic,no,yes,yes,no,no,no,one year,yes,bank transfer (automatic),74.51,1195.1,no
9414-WXLMT,male,no,no,no,1,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),104.12,108.49,yes
5012-KCOMZ,male,no,yes,yes,61,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),79.44,4746.26,no
4801-URJCG,male,no,no,no,27,no,no phone service,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,61.35,1720.51,yes
